processed,prod_ID,category
dry-roasted unsalted peanut,13,Groundnuts
duck,38,Poultry Meat
duck breast,38,Poultry Meat
duck breast half,38,Poultry Meat
duck fat,38,Poultry Meat
duck leg,38,Poultry Meat
duck stock,38,Poultry Meat
duckling,38,Poultry Meat
dulce de leche ice cream,39,Milk
eaglecondensed milk,39,Milk
ear of corn,2,Maize (Meal)
ears of corn,2,Maize (Meal)
edam cheese,40,Cheese
egg,41,Eggs
egg beaters garden vegetable egg substitute,24,Brassicas
egg bread,1,Wheat & Rye (Bread)
egg roll,41,Eggs
egg roll wrap,41,Eggs
egg tomato,21,Tomatoes
egg wash,41,Eggs
egg white,41,Eggs
egg white powder,41,Eggs
egg yolk,41,Eggs
egg-free pastum,41,Eggs
eggnog,41,Eggs
eggnog ice cream,39,Milk
eggplant,25,Other Vegetables
eggplant dip,25,Other Vegetables
el patio jalapeno chili sauce,25,Other Vegetables
elderberry,29,Berries & Grapes
elderberry flower,29,Berries & Grapes
elephant garlic,23,Root Vegetables
elephant garlic clove,23,Root Vegetables
emmenthaler cheese,40,Cheese
english cucumber,25,Other Vegetables
english pea,11,Peas
english seedless cucumber,25,Other Vegetables
english walnut,12,Nuts
enoki mushroom,25,Other Vegetables
espresso bean,10,Other Pulses
espresso coffee,32,Coffee
evaporated milk,39,Milk
evaporated skim milk,39,Milk
eye of round beef steak,34,Beef (beef herd)
fajita chicken strip,38,Poultry Meat
farmer cheese,40,Cheese
fat buttermilk,39,Milk
fat cottage cheese,40,Cheese
fat ricotta cheese,40,Cheese
fat salt pork,37,Pig Meat
fava bean,10,Other Pulses
fava bean flmy,10,Other Pulses
favorites cheddar,40,Cheese
fennel,25,Other Vegetables
fennel bulb,25,Other Vegetables
fennel leaf,25,Other Vegetables
fennel powder,25,Other Vegetables
fennel seed,25,Other Vegetables
fermented black bean,10,Other Pulses
feta cheese,40,Cheese
field green,25,Other Vegetables
field mushroom,25,Other Vegetables
fiesta nacho cheese soup,40,Cheese
fig,31,Other Fruit
fig jam,31,Other Fruit
fig preserve,31,Other Fruit
filet mignon steak,34,Beef (beef herd)
filet of beef,34,Beef (beef herd)
filter coffee,32,Coffee
fine bread crumb,1,Wheat & Rye (Bread)
fine breadcrumb,1,Wheat & Rye (Bread)
fine chocolate wafer crumb,33,Dark Chocolate
fine dry breadcrumb,1,Wheat & Rye (Bread)
fine graham cracker crumb,1,Wheat & Rye (Bread)
fine soft bread crumb,1,Wheat & Rye (Bread)
fine sugar,8,Cane Sugar
finely granulated sugar,8,Cane Sugar
finely shredded four cheese,40,Cheese
fingerling potato,6,Potatoes
fire-roasted tomato,21,Tomatoes
firm banana,27,Bananas
firm peach,31,Other Fruit
firm silken tofu,15,Tofu
firm tofu,15,Tofu
firm tomato,21,Tomatoes
firm white fish,42,Fish (farmed)
fish,42,Fish (farmed)
fish bone,42,Fish (farmed)
fish bouillon cube,42,Fish (farmed)
fish cake,42,Fish (farmed)
fish curry powder,42,Fish (farmed)
fish fillet,42,Fish (farmed)
fish oil,42,Fish (farmed)
fish roe,42,Fish (farmed)
fish sauce,42,Fish (farmed)
fish seasoning,42,Fish (farmed)
fish steak,42,Fish (farmed)
fish stock,42,Fish (farmed)
fisher dried sweetened cranberry,29,Berries & Grapes
five cheese blend,40,Cheese
flageolet bean,10,Other Pulses
flake sweetened coconut,31,Other Fruit
flaked coconut,31,Other Fruit
flakey biscuit,1,Wheat & Rye (Bread)
flank steak,34,Beef (beef herd)
flat bread,1,Wheat & Rye (Bread)
flat iron steak,34,Beef (beef herd)
flat rice noodle,5,Rice
flounder,42,Fish (farmed)
flounder fillet,42,Fish (farmed)
floury potato,6,Potatoes
focaccia bread,1,Wheat & Rye (Bread)
fontina cheese,40,Cheese
fontinella cheese,40,Cheese
for pork,37,Pig Meat
four cheese blend,40,Cheese
four cheese pasta sauce,40,Cheese
four-bean mix,10,Other Pulses
four-cheese mexican blend cheese,40,Cheese
four-cheese ravioli,40,Cheese
frankfurter bun,1,Wheat & Rye (Bread)
free range chicken broth,38,Poultry Meat
free-range chicken,38,Poultry Meat
free-range egg,41,Eggs
french bean,10,Other Pulses
french bread,1,Wheat & Rye (Bread)
french bread cube,1,Wheat & Rye (Bread)
french bread dough,1,Wheat & Rye (Bread)
french fried onion ring,22,Onions & Leeks
french fried onions ring,22,Onions & Leeks
french lentil,10,Other Pulses
french onion dip,22,Onions & Leeks
french onion soup,22,Onions & Leeks
french onion soup mix,22,Onions & Leeks
french vanilla cafe instant coffee,32,Coffee
french vanilla coffee creamer,39,Milk
french vanilla ice cream,39,Milk
french vanilla liquid coffee creamer,39,Milk
french vanilla powdered coffee creamer,39,Milk
french vanilla yogurt,39,Milk
french's cheddar french fried onion,40,Cheese
french's cheddar fried onion,40,Cheese
french's french fried onion,22,Onions & Leeks
french-fried onion,22,Onions & Leeks
french-fried potato,6,Potatoes
fresh ahi tuna,42,Fish (farmed)
fresh apple juice,28,Apples
fresh apricot,31,Other Fruit
fresh bean sprout,10,Other Pulses
fresh black pepper,25,Other Vegetables
fresh blackberry,29,Berries & Grapes
fresh blueberry,29,Berries & Grapes
fresh breadcrumb,1,Wheat & Rye (Bread)
fresh broccoli,24,Brassicas
fresh broccoli floret,24,Brassicas
fresh brussels sprout,24,Brassicas
fresh button mushroom,25,Other Vegetables
fresh carrot,23,Root Vegetables
fresh cayenne pepper,25,Other Vegetables
fresh cherry,31,Other Fruit
fresh chestnut,12,Nuts
fresh chili pepper,25,Other Vegetables
fresh coarse ground black pepper,25,Other Vegetables
fresh coconut,31,Other Fruit
fresh coffee,32,Coffee
fresh corn,2,Maize (Meal)
fresh corn kernel,2,Maize (Meal)
fresh cracked pepper,25,Other Vegetables
fresh cranberry,29,Berries & Grapes
fresh dill,25,Other Vegetables
fresh dill leaf,25,Other Vegetables
fresh dill sprig,25,Other Vegetables
fresh dill weed,25,Other Vegetables
fresh fig,31,Other Fruit
fresh fish fillet,42,Fish (farmed)
fresh french bean,10,Other Pulses
fresh fruit,31,Other Fruit
fresh galangal root,23,Root Vegetables
fresh garlic,23,Root Vegetables
fresh garlic clove,23,Root Vegetables
fresh ginger,23,Root Vegetables
fresh gingerroot,23,Root Vegetables
fresh goat cheese,40,Cheese
fresh grape leaf,29,Berries & Grapes
fresh green bean,10,Other Pulses
fresh green chily,25,Other Vegetables
fresh ground black pepper,25,Other Vegetables
fresh ground pepper,25,Other Vegetables
fresh ground white pepper,25,Other Vegetables
fresh horseradish,23,Root Vegetables
fresh jalapeno chilie,25,Other Vegetables
fresh jalapeno chily,25,Other Vegetables
fresh jalapeno pepper,25,Other Vegetables
fresh kale,24,Brassicas
fresh large mushroom,25,Other Vegetables
fresh lemon,26,Citrus Fruit
fresh lemon juice,26,Citrus Fruit
fresh lemon rind,26,Citrus Fruit
fresh lemon zest,26,Citrus Fruit
fresh lima bean,10,Other Pulses
fresh lime juice,26,Citrus Fruit
fresh lime leaf,26,Citrus Fruit
fresh lime zest,26,Citrus Fruit
fresh lotus root,23,Root Vegetables
fresh mango,31,Other Fruit
fresh meyer lemon juice,26,Citrus Fruit
fresh mozzarella ball,40,Cheese
fresh mozzarella cheese,40,Cheese
fresh mozzarella cheese ball,40,Cheese
fresh mushroom,25,Other Vegetables
fresh onion,22,Onions & Leeks
fresh onion ring,22,Onions & Leeks
fresh orange juice,26,Citrus Fruit
fresh parmesan cheese,40,Cheese
fresh pea,11,Peas
fresh peach,31,Other Fruit
fresh pear,31,Other Fruit
fresh pepper,25,Other Vegetables
fresh pineapple,31,Other Fruit
fresh pineapple chunk,31,Other Fruit
fresh pineapple juice,31,Other Fruit
fresh pork hock,37,Pig Meat
fresh pork loin roast,37,Pig Meat
fresh pork shoulder,37,Pig Meat
fresh portabella mushroom,25,Other Vegetables
fresh pumpkin,25,Other Vegetables
fresh pumpkin puree,25,Other Vegetables
fresh pumpkin ravioli,25,Other Vegetables
fresh raspberry,29,Berries & Grapes
fresh red raspberry,29,Berries & Grapes
fresh salmon,42,Fish (farmed)
fresh sardine,42,Fish (farmed)
fresh shiitake mushroom,25,Other Vegetables
fresh shrimp,43,Shrimps (farmed)
fresh small shrimp,43,Shrimps (farmed)
fresh smoked mozzarella cheese ball,40,Cheese
fresh snow pea,11,Peas
fresh spearmint,31,Other Fruit
fresh spinach,25,Other Vegetables
fresh spinach leaf,25,Other Vegetables
fresh spinach-cheese ravioli,40,Cheese
fresh strawberry,29,Berries & Grapes
fresh sweet potato,23,Root Vegetables
fresh swordfish steak,42,Fish (farmed)
fresh tomato,21,Tomatoes
fresh tuna,42,Fish (farmed)
fresh tuna filet,42,Fish (farmed)
fresh wax bean,10,Other Pulses
fresh white breadcrumb,1,Wheat & Rye (Bread)
fresh white mushroom,25,Other Vegetables
fresh whole wheat bread crumb,1,Wheat & Rye (Bread)
fresh whole wheat breadcrumb,1,Wheat & Rye (Bread)
fresh zucchini,25,Other Vegetables
fried bacon,37,Pig Meat
fried chicken,38,Poultry Meat
fried onion,22,Onions & Leeks
fried onion flake,22,Onions & Leeks
fried rice,5,Rice
fried shallot,23,Root Vegetables
fried tofu,15,Tofu
frisee lettuce,25,Other Vegetables
frito corn chip,2,Maize (Meal)
fritos chili cheese corn chip,40,Cheese
fritos corn chip,2,Maize (Meal)
frosted -wheats cereal,1,Wheat & Rye (Bread)
frozen apple,28,Apples
frozen apple juice concentrate,28,Apples
frozen artichoke,25,Other Vegetables
frozen artichoke heart,25,Other Vegetables
frozen asparagus cut,25,Other Vegetables
frozen baby carrot,23,Root Vegetables
frozen baby lima bean,10,Other Pulses
frozen baby pea,11,Peas
frozen battered fish fillet,42,Fish (farmed)
frozen beef ravioli,34,Beef (beef herd)
frozen bell pepper,25,Other Vegetables
frozen bell peppers onions and celery,25,Other Vegetables
frozen black-eyed pea,11,Peas
frozen blackberrie,29,Berries & Grapes
frozen blackberry,29,Berries & Grapes
frozen blueberry,29,Berries & Grapes
frozen bread dough,1,Wheat & Rye (Bread)
frozen breaded okra,1,Wheat & Rye (Bread)
frozen broccoli,24,Brassicas
frozen broccoli and cauliflower,24,Brassicas
frozen broccoli carrots cauliflower mix,24,Brassicas
frozen broccoli cauliflower red sweet pepper mix,24,Brassicas
frozen broccoli cut,24,Brassicas
frozen broccoli floret,24,Brassicas
frozen broccoli green beans onions and peppers mix,22,Onions & Leeks
frozen broccoli spear,24,Brassicas
frozen brussels sprout,24,Brassicas
frozen butternut squash,25,Other Vegetables
frozen carrot,23,Root Vegetables
frozen carrots and broccoli mix,23,Root Vegetables
frozen cauliflower,24,Brassicas
frozen cheese ravioli,40,Cheese
frozen cheese tortellini,40,Cheese
frozen cherry,31,Other Fruit
frozen chinese pea pod,11,Peas
frozen chopped broccoli,24,Brassicas
frozen chopped onion,22,Onions & Leeks
frozen chopped spinach,25,Other Vegetables
frozen coconut,31,Other Fruit
frozen coconut milk,31,Other Fruit
frozen concentrate orange juice,26,Citrus Fruit
frozen concentrated orange juice,26,Citrus Fruit
frozen cooked shrimp,43,Shrimps (farmed)
frozen corn,2,Maize (Meal)
frozen corn broccoli and red pepper,25,Other Vegetables
frozen corn in butter sauce,2,Maize (Meal)
frozen corn kernel,2,Maize (Meal)
frozen cranberry,29,Berries & Grapes
frozen cranberry juice concentrate,29,Berries & Grapes
frozen creamed spinach,25,Other Vegetables
frozen cubed hash brown potato,6,Potatoes
frozen cut broccoli in cheese sauce,40,Cheese
frozen cut green bean,10,Other Pulses
frozen dark sweet cherry,31,Other Fruit
frozen diced potato,6,Potatoes
frozen english pea,11,Peas
frozen fish stick,42,Fish (farmed)
frozen french-cut green bean,10,Other Pulses
frozen fruit,31,Other Fruit
frozen fruit punch concentrate,31,Other Fruit
frozen grape juice concentrate,29,Berries & Grapes
frozen green bean,10,Other Pulses
frozen green pea,11,Peas
frozen hash brown potato,6,Potatoes
frozen italian cut green bean,10,Other Pulses
frozen leaf spinach,25,Other Vegetables
frozen lemon juice,26,Citrus Fruit
frozen lima bean,10,Other Pulses
frozen limeade concentrate,26,Citrus Fruit
frozen mango chunk,31,Other Fruit
frozen mashed potato,6,Potatoes
frozen mixed berry,29,Berries & Grapes
frozen mixed pepper,25,Other Vegetables
frozen mixed vegetable,24,Brassicas
frozen onion and three pepper blend,22,Onions & Leeks
frozen onion ring,22,Onions & Leeks
frozen orange juice,26,Citrus Fruit
frozen orange juice concentrate,26,Citrus Fruit
frozen passion fruit juice concentrate,31,Other Fruit
frozen pea,11,Peas
frozen pea pod,11,Peas
frozen peach,31,Other Fruit
frozen pearl onion,22,Onions & Leeks
frozen peas and carrot,23,Root Vegetables
frozen peas and corn,2,Maize (Meal)
frozen peppers and onion,22,Onions & Leeks
frozen pineapple chunk,31,Other Fruit
frozen pineapple concentrate,31,Other Fruit
frozen pitted tart cherry,31,Other Fruit
frozen potato and onion pierogy,22,Onions & Leeks
frozen potato pierogi,6,Potatoes
frozen potato pierogy,6,Potatoes
frozen potato slice,6,Potatoes
frozen potato wedge,6,Potatoes
frozen raspberries in light syrup,29,Berries & Grapes
frozen raspberry,29,Berries & Grapes
frozen raspberry concentrate,29,Berries & Grapes
frozen raspberry-lemonade concentrate,29,Berries & Grapes
frozen salad shrimp,43,Shrimps (farmed)
frozen shrimp,43,Shrimps (farmed)
frozen sliced carrot,23,Root Vegetables
frozen sliced peach,31,Other Fruit
frozen sliced strawberries in syrup,29,Berries & Grapes
frozen sliced strawberry,29,Berries & Grapes
frozen small whole onion,22,Onions & Leeks
frozen snow pea,11,Peas
frozen spinach,25,Other Vegetables
frozen squash,25,Other Vegetables
frozen stew vegetable,24,Brassicas
frozen strawberries in syrup,29,Berries & Grapes
frozen strawberry,29,Berries & Grapes
frozen strawberry daiquiri concentrate,29,Berries & Grapes
frozen sugar snap pea,11,Peas
frozen sweet corn,2,Maize (Meal)
frozen sweet pea,11,Peas
frozen sweetened raspberry,29,Berries & Grapes
frozen sweetened strawberry,29,Berries & Grapes
frozen tiny pea,11,Peas
frozen unsweetened blackberry,29,Berries & Grapes
frozen unsweetened mixed berry,29,Berries & Grapes
frozen unsweetened raspberry,29,Berries & Grapes
frozen unsweetened strawberry,29,Berries & Grapes
frozen vegetable,24,Brassicas
frozen white bread dough,1,Wheat & Rye (Bread)
frozen white corn,2,Maize (Meal)
frozen whole kernel corn,2,Maize (Meal)
frozen whole pearl onion,22,Onions & Leeks
frozen whole strawberry,29,Berries & Grapes
frozen yogurt,39,Milk
fruit,31,Other Fruit
fruit and bran cereal,31,Other Fruit
fruit bread,1,Wheat & Rye (Bread)
fruit chutney,31,Other Fruit
fruit cocktail,31,Other Fruit
fruit cocktail in heavy syrup,31,Other Fruit
fruit cocktail in juice,31,Other Fruit
fruit cocktail in light syrup,31,Other Fruit
fruit cocktail in syrup,31,Other Fruit
fruit cream cheese,40,Cheese
fruit filling,31,Other Fruit
fruit fresh,31,Other Fruit
fruit jam,31,Other Fruit
fruit jelly,31,Other Fruit
fruit juice,31,Other Fruit
fruit juice concentrate,31,Other Fruit
fruit leather,31,Other Fruit
fruit loops cereal,31,Other Fruit
fruit nectar,31,Other Fruit
fruit pectin,31,Other Fruit
fruit preserve,31,Other Fruit
fruit punch,31,Other Fruit
fruit roll-up,31,Other Fruit
fruit salad,25,Other Vegetables
fruit salsa,25,Other Vegetables
fruit sauce,31,Other Fruit
fruit slice,31,Other Fruit
fruit snack,31,Other Fruit
fruit spread,31,Other Fruit
fruit sugar,8,Cane Sugar
fruit syrup,31,Other Fruit
fruit vinegar,31,Other Fruit
fruit yogurt,39,Milk
fruit-fresh produce protector,31,Other Fruit
fruitcake,31,Other Fruit
fruity pebbles cereal,31,Other Fruit
fryer chicken,38,Poultry Meat
frying chicken,38,Poultry Meat
fudge-striped shortbread cookies,1,Wheat & Rye (Bread)
fuji apple,28,Apples
full cream milk powder,39,Milk
full-bodied red wine,30,Wine
full-cream milk,39,Milk
full-fat milk,39,Milk
gala apple,28,Apples
galanga root,23,Root Vegetables
garbanzo bean,10,Other Pulses
garden salad,25,Other Vegetables
garden vegetable spaghetti sauce,24,Brassicas
garlic,23,Root Vegetables
garlic & herb cheese,40,Cheese
garlic alfredo sauce,23,Root Vegetables
garlic and cheese crouton,40,Cheese
garlic and herb butter,23,Root Vegetables
garlic and herb goat cheese,40,Cheese
garlic and herb marinade,23,Root Vegetables
garlic and herb sauce mix,23,Root Vegetables
garlic and herb seasoning,23,Root Vegetables
garlic and herb shake-in-bake,23,Root Vegetables
garlic and herb spaghetti sauce,23,Root Vegetables
garlic and herb-seasoned breadcrumb,1,Wheat & Rye (Bread)
garlic and olive oil pasta roni,20,Olive Oil
garlic and onion pasta sauce,22,Onions & Leeks
garlic bagel chip,23,Root Vegetables
garlic balsamic & olive oil diced tomato,20,Olive Oil
garlic bread,1,Wheat & Rye (Bread)
garlic butter,23,Root Vegetables
garlic butter crouton,23,Root Vegetables
garlic cheese roll,40,Cheese
garlic cheese spread,40,Cheese
garlic chive,23,Root Vegetables
garlic clove,23,Root Vegetables
garlic crouton,23,Root Vegetables
garlic flake,23,Root Vegetables
garlic granule,23,Root Vegetables
garlic head,23,Root Vegetables
garlic hummu,23,Root Vegetables
garlic in oil,23,Root Vegetables
garlic juice,23,Root Vegetables
garlic mashed potato,6,Potatoes
garlic mushroom soup mix,25,Other Vegetables
garlic non-stick spray,23,Root Vegetables
garlic oil,23,Root Vegetables
garlic olive oil,20,Olive Oil
garlic paste,23,Root Vegetables
garlic pepper seasoning,23,Root Vegetables
garlic powder,23,Root Vegetables
garlic red wine vinegar,30,Wine
garlic salt,23,Root Vegetables
garlic sauce,23,Root Vegetables
garlic scape,23,Root Vegetables
garlic sea salt,23,Root Vegetables
garlic seasoning,23,Root Vegetables
garlic spread,23,Root Vegetables
garlic sprout,23,Root Vegetables
garlic toast,23,Root Vegetables
garlic-infused olive oil,20,Olive Oil
garlic-infused vegetable oil,19,Rapeseed Oil
garlic-stuffed olife,23,Root Vegetables
gebhardt chili powder,25,Other Vegetables
gefilte fish,42,Fish (farmed)
gem lettuce,25,Other Vegetables
german chocolate,33,Dark Chocolate
german chocolate bar,33,Dark Chocolate
german potato salad,6,Potatoes
german sweet chocolate,33,Dark Chocolate
ginger,23,Root Vegetables
ginger ale,23,Root Vegetables
ginger and shallot sauce,23,Root Vegetables
ginger beer,23,Root Vegetables
ginger biscuit,1,Wheat & Rye (Bread)
ginger brew,23,Root Vegetables
ginger cube,23,Root Vegetables
ginger in syrup,23,Root Vegetables
ginger juice,23,Root Vegetables
ginger marmalade,23,Root Vegetables
ginger paste,23,Root Vegetables
ginger powder,23,Root Vegetables
ginger preserve,23,Root Vegetables
ginger puree,23,Root Vegetables
ginger snap,23,Root Vegetables
ginger syrup,23,Root Vegetables
ginger wine,30,Wine
ginger-garlic paste,23,Root Vegetables
gingerbread,23,Root Vegetables
gingerbread mix,23,Root Vegetables
gingerbread syrup,23,Root Vegetables
gingernut biscuit,1,Wheat & Rye (Bread)
gingerroot,23,Root Vegetables
gingersnap,23,Root Vegetables
gingersnap cookie,23,Root Vegetables
gingersnap cookies,23,Root Vegetables
gingersnap crumb,23,Root Vegetables
gjetost cheese,40,Cheese
glace apricot,31,Other Fruit
glace cherry,31,Other Fruit
glace fruit,31,Other Fruit
glace ginger,23,Root Vegetables
glace green cherry,31,Other Fruit
glace pineapple,31,Other Fruit
glace red cherry,31,Other Fruit
glazed pineapple,31,Other Fruit
globe eggplant,25,Other Vegetables
glutinous rice,5,Rice
glutinous-rice flmy,5,Rice
goat cheese,40,Cheese
goat cheese packed in olive oil and basil,20,Olive Oil
goat meat,35,Beef (dairy herd)
goat milk fetum,39,Milk
goat milk yogurt,39,Milk
goat's cheese,40,Cheese
goat's milk,39,Milk
goji berry,29,Berries & Grapes
golden beet,23,Root Vegetables
golden brown sugar,8,Cane Sugar
golden caster sugar,8,Cane Sugar
golden cream of mushroom soup,25,Other Vegetables
golden delicious apple,28,Apples
golden grahams cereal,1,Wheat & Rye (Bread)
golden mushroom soup,25,Other Vegetables
golden onion soup mix,22,Onions & Leeks
goldfish cracker,42,Fish (farmed)
goose,38,Poultry Meat
goose fat,38,Poultry Meat
gooseberry,29,Berries & Grapes
gouda cheese,40,Cheese
graham cracker,1,Wheat & Rye (Bread)
graham cracker crumb,1,Wheat & Rye (Bread)
graham cracker crumb crust,1,Wheat & Rye (Bread)
graham cracker crust,1,Wheat & Rye (Bread)
graham cracker pie crust,1,Wheat & Rye (Bread)
graham cracker square,1,Wheat & Rye (Bread)
graham cracker stick,1,Wheat & Rye (Bread)
graham cracker tart crust,1,Wheat & Rye (Bread)
graham cracker tart shell,1,Wheat & Rye (Bread)
graham flmy,1,Wheat & Rye (Bread)
graham wafer,1,Wheat & Rye (Bread)
graham wafer crumb,1,Wheat & Rye (Bread)
graham wafer crust,1,Wheat & Rye (Bread)
grain bread,1,Wheat & Rye (Bread)
grands refrigerated buttermilk biscuit,1,Wheat & Rye (Bread)
granny smith apple,28,Apples
granulated brown sugar,8,Cane Sugar
granulated garlic,23,Root Vegetables
granulated onion,22,Onions & Leeks
granulated sugar,8,Cane Sugar
granulated white sugar,8,Cane Sugar
grape,29,Berries & Grapes
grape jam,29,Berries & Grapes
grape jelly,29,Berries & Grapes
grape juice,29,Berries & Grapes
grape juice concentrate,29,Berries & Grapes
grape leaf,29,Berries & Grapes
grape tomato,21,Tomatoes
grape-nuts cereal,29,Berries & Grapes
grapefruit,26,Citrus Fruit
grapefruit juice,26,Citrus Fruit
grapefruit peel,26,Citrus Fruit
grapefruit section,26,Citrus Fruit
grapefruit zest,26,Citrus Fruit
"grapefruit, juice of",26,Citrus Fruit
"grapefruit, zest of",26,Citrus Fruit
grated parmesan cheese,40,Cheese
great northern bean,10,Other Pulses
greek feta cheese,40,Cheese
greek pepper,25,Other Vegetables
greek pita bread,1,Wheat & Rye (Bread)
greek yogurt,39,Milk
green,25,Other Vegetables
green apple,28,Apples
green apple vodka,28,Apples
green banana,27,Bananas
green bean,10,Other Pulses
green bell pepper,25,Other Vegetables
green bell pepper flake,25,Other Vegetables
green bird's eye chily,25,Other Vegetables
green cabbage,24,Brassicas
green cabbage head,24,Brassicas
green cherry,31,Other Fruit
green chili,25,Other Vegetables
green chili paste,25,Other Vegetables
green chili pepper,25,Other Vegetables
green chili pepper flake,25,Other Vegetables
green chili powder,25,Other Vegetables
green chili salsa,25,Other Vegetables
green chili sauce,25,Other Vegetables
green chily,25,Other Vegetables
green ginger,23,Root Vegetables
green glazed cherry,31,Other Fruit
green grape,29,Berries & Grapes
green jalapeno pepper,25,Other Vegetables
green leaf lettuce,25,Other Vegetables
green lentil,10,Other Pulses
green mango,31,Other Fruit
green maraschino cherry,31,Other Fruit
green pea,11,Peas
green pepper,25,Other Vegetables
green salad,25,Other Vegetables
green seedless grape,29,Berries & Grapes
green serrano chily,25,Other Vegetables
green shrimp,43,Shrimps (farmed)
green sugar crystal,8,Cane Sugar
green sweet pepper,25,Other Vegetables
green tomato,21,Tomatoes
green tomato relish,21,Tomatoes
green zucchini,25,Other Vegetables
grilled chicken,38,Poultry Meat
grilled chicken breast,38,Poultry Meat
grilled chicken breast strip,38,Poultry Meat
grilled steak,34,Beef (beef herd)
ground almond,12,Nuts
ground ancho chili pepper,25,Other Vegetables
ground bean sauce,10,Other Pulses
ground beef,34,Beef (beef herd)
ground beef round,34,Beef (beef herd)
ground black pepper,25,Other Vegetables
ground cayenne pepper,25,Other Vegetables
ground celery seed,25,Other Vegetables
ground chicken,38,Poultry Meat
ground chicken breast,38,Poultry Meat
ground chocolate,33,Dark Chocolate
ground coffee,32,Coffee
ground cranberry,29,Berries & Grapes
ground decaffeinated coffee,32,Coffee
ground dill,25,Other Vegetables
ground fennel,25,Other Vegetables
ground ginger,23,Root Vegetables
ground ham,37,Pig Meat
ground hazelnut,12,Nuts
ground horseradish,23,Root Vegetables
ground lamb,35,Beef (dairy herd)
ground lean pork,37,Pig Meat
ground lemon myrtle,26,Citrus Fruit
ground nut,12,Nuts
ground oat,4,Oatmeal
ground pepper,25,Other Vegetables
ground pork,37,Pig Meat
ground pork butt,37,Pig Meat
ground red chili pepper,25,Other Vegetables
ground red pepper,25,Other Vegetables
ground sichuan pepper,25,Other Vegetables
ground turkey,38,Poultry Meat
ground turkey breast,38,Poultry Meat
ground walnut,12,Nuts
ground white pepper,25,Other Vegetables
grouper steak,34,Beef (beef herd)
gruyere cheese,40,Cheese
guajillo chily,25,Other Vegetables
guava,31,Other Fruit
guava jelly,31,Other Fruit
guava juice,31,Other Fruit
guava nectar,31,Other Fruit
guava paste,31,Other Fruit
gummy fish,42,Fish (farmed)
habanero pepper,25,Other Vegetables
habanero pepper cheese,40,Cheese
half and half milk,39,Milk
halibut,42,Fish (farmed)
halibut fillet,42,Fish (farmed)
halibut steak,42,Fish (farmed)
halloumi cheese,40,Cheese
ham,37,Pig Meat
ham bone,37,Pig Meat
ham bouillon cube,37,Pig Meat
ham dripping,37,Pig Meat
ham fat,37,Pig Meat
ham hock,37,Pig Meat
ham shank,37,Pig Meat
ham slice,37,Pig Meat
ham soup base,37,Pig Meat
ham spread,37,Pig Meat
ham steak,37,Pig Meat
ham stock,37,Pig Meat
hamburger,34,Beef (beef herd)
hamburger bun,1,Wheat & Rye (Bread)
hamburger dill,25,Other Vegetables
hamburger meat,34,Beef (beef herd)
hamburger patty,34,Beef (beef herd)
hamburger relish,37,Pig Meat
hanger steak,34,Beef (beef herd)
hard apple cider,28,Apples
hard cheese,40,Cheese
hard goat cheese,40,Cheese
hard-boiled egg,41,Eggs
hard-boiled egg yolk,41,Eggs
hard-cooked egg,41,Eggs
hard-cooked egg white,41,Eggs
hardboiled egg,41,Eggs
haricot bean,10,Other Pulses
hash brown potato,6,Potatoes
hass avocado,31,Other Fruit
havarti cheese,40,Cheese
hawaiian bread,1,Wheat & Rye (Bread)
hawaiian sweet bread,1,Wheat & Rye (Bread)
hazelnut,12,Nuts
hazelnut coffee,32,Coffee
hazelnut liquid coffee creamer,39,Milk
head broccoli,24,Brassicas
head cauliflower,24,Brassicas
head iceberg lettuce,25,Other Vegetables
head lettuce,25,Other Vegetables
head of broccoli,24,Brassicas
head of cabbage,24,Brassicas
head of celery,25,Other Vegetables
head of garlic,23,Root Vegetables
head of lettuce,25,Other Vegetables
head romaine lettuce,25,Other Vegetables
head white cabbage,24,Brassicas
heads cauliflower,24,Brassicas
heads of cabbage,24,Brassicas
heads of garlic,23,Root Vegetables
heads of lettuce,25,Other Vegetables
heirloom tomato,21,Tomatoes
hemp milk,39,Milk
herb & butter rice-a-roni,5,Rice
herb cheese spread,40,Cheese
herb tofu,15,Tofu
herb-ox beef cube,34,Beef (beef herd)
herb-ox chicken broth,38,Poultry Meat
herbed feta cheese,40,Cheese
herbed goat cheese,40,Cheese
herdez red salsa,25,Other Vegetables
herring fillet,42,Fish (farmed)
herring in wine sauce,42,Fish (farmed)
hickory and brown sugar barbecue sauce,8,Cane Sugar
hickory nut,12,Nuts
hickory smoked bacon,37,Pig Meat
hokkaido squash,25,Other Vegetables
home s salsa,25,Other Vegetables
homogenized milk,39,Milk
honey bunches of oats cereal,1,Wheat & Rye (Bread)
honey crunch wheat germ,1,Wheat & Rye (Bread)
honey graham cracker,1,Wheat & Rye (Bread)
honey ham,37,Pig Meat
honey ham deli meat,37,Pig Meat
honey nut cream cheese,40,Cheese
honey roasted peanut,13,Groundnuts
honey roasted turkey breast,38,Poultry Meat
honey-baked ham,37,Pig Meat
honey-nut toasted oat cereal,4,Oatmeal
honey-roasted almond,12,Nuts
honey-roasted ham,37,Pig Meat
honey-roasted peanut,13,Groundnuts
honey-wheat bread,1,Wheat & Rye (Bread)
honeycomb beef tripe,34,Beef (beef herd)
hormel chili,25,Other Vegetables
